Date,Close,Volume,log_return
,ZC=F,ZC=F,
2005-01-03,201.75,1743,0.0
2005-01-04,201.0,1357,-0.0037243990909824397
2005-01-05,201.5,1159,0.0024844733276619658
2005-01-06,208.75,7093,0.03534798234422714
2005-01-07,206.75,1307,-0.009627029827164199
2005-01-10,206.75,998,0.0
2005-01-11,206.75,1091,0.0
2005-01-12,200.5,1427,-0.030696087157176765
2005-01-13,200.0,1189,-0.0024968801985871545
2005-01-14,197.25,3171,-0.013845406822053095
2005-01-18,196.0,867,-0.006357300495466412
2005-01-19,196.75,594,0.003819228066995397
2005-01-20,197.75,401,0.00506971935025058
2005-01-21,197.0,1033,-0.003799877909774786
2005-01-24,197.75,505,0.0037998779097748424
2005-01-25,199.0,1975,0.006301218076729055
2005-01-26,198.75,829,-0.0012570711900510918
2005-01-27,195.75,1176,-0.015209418663528795
2005-01-28,195.75,1612,0.0
2005-01-31,197.0,1051,0.006365393867075931
2005-02-01,197.0,702,0.0
2005-02-02,195.25,525,-0.00892294001819316
2005-02-03,195.0,386,-0.001281230156048573
2005-02-04,195.0,588,0.0
2005-02-07,196.25,934,0.006389798098770988
2005-02-08,194.75,879,-0.0076726719116601665
2005-02-09,195.0,830,0.0012828738128891231
2005-02-10,198.25,875,0.016529301951210506
2005-02-11,198.25,2785,0.0
2005-02-14,200.5,1029,0.011285386231666607
2005-02-15,200.0,930,-0.0024968801985871545
2005-02-16,197.0,1193,-0.015113637810048184
2005-02-17,199.25,998,0.011356588932335975
2005-02-18,200.0,2883,0.0037570488777123423
2005-02-22,207.5,863,0.0368139731227164
2005-02-23,205.75,820,-0.008469500113573834
2005-02-24,205.75,1268,0.0
2005-02-25,211.5,915,0.027563158929153397
2005-02-28,214.5,441,0.014084739881739023
2005-03-01,211.0,9,-0.01645160489200517
2005-03-02,210.25,212,-0.0035608346230090694
2005-03-03,209.5,348,-0.003573559490865025
2005-03-04,209.0,66,-0.002389487397381467
2005-03-07,205.5,65,-0.01688821802852174
2005-03-08,206.75,78,0.006064299967511446
2005-03-09,209.25,42,0.01201937546578394
2005-03-10,212.5,42,0.01541227899488678
2005-03-11,217.5,2,0.023256862164267183
2005-03-14,214.5,2819,-0.01388911216066715
2005-03-15,228.5,2985,0.06322647196618773
2005-03-16,225.5,2897,-0.013216051391526375
2005-03-17,223.5,2679,-0.008908744889109555
2005-03-18,219.75,1046,-0.016920877488337177
2005-03-21,214.5,1016,-0.02418079819721474
2005-03-22,214.0,3881,-0.0023337233462202116
2005-03-23,210.75,1220,-0.01530341813988666
2005-03-24,210.5,933,-0.0011869437595287257
2005-03-28,212.75,568,0.010632114331047333
2005-03-29,213.0,792,0.0011743982559416616
2005-03-30,212.5,915,-0.0023501773449536266
2005-03-31,213.0,1856,0.002350177344953673
2005-04-01,212.75,760,-0.0011743982559415578
2005-04-04,209.75,693,-0.014201422106167963
2005-04-05,205.5,464,-0.020470311411026246
2005-04-06,207.25,799,0.008479760079114993
2005-04-07,205.5,623,-0.008479760079115009
2005-04-08,204.0,873,-0.007326040092072898
2005-04-11,205.75,3102,0.008541845712962773
2005-04-12,206.75,657,0.004848494346621432
2005-04-13,205.75,718,-0.004848494346621521
2005-04-14,207.5,706,0.008469500113573784
2005-04-15,206.25,766,-0.006042314455962586
2005-04-18,204.25,364,-0.009744291474678052
2005-04-19,209.5,966,0.0253790056220801
2005-04-20,210.75,723,0.005948857519772484
2005-04-21,211.25,222,0.0023696693553183824
2005-04-22,209.25,983,-0.009512556867698554
2005-04-25,213.25,319,0.018935477002203903
2005-04-26,213.0,403,-0.0011730206623633988
2005-04-27,208.25,307,-0.022552884662473086
2005-04-28,204.5,737,-0.018171305564095602
2005-04-29,204.75,564,0.0012217472503222913
2005-05-02,200.5,37,-0.020975475986554967
2005-05-03,197.0,9,-0.017610518008635393
2005-05-04,198.0,153,0.0050633019565466345
2005-05-05,199.75,39,0.008799553951848841
2005-05-06,200.5,10,0.003747662100239749
2005-05-09,199.75,11,-0.003747662100239873
2005-05-10,200.25,11,0.002500001302084649
2005-05-11,198.25,17,-0.01003772543351126
2005-05-12,196.25,17,-0.010139503852439504
2005-05-13,195.25,1159,-0.005108567942722466
2005-05-16,207.0,2258,0.05843800454557363
2005-05-17,207.5,586,0.002412546405383926
2005-05-18,210.75,2424,0.015541257211211778
2005-05-19,209.5,1128,-0.005948857519772397
2005-05-20,213.25,3051,0.01774144700959606
2005-05-23,224.5,4699,0.05141052081052039
2005-05-24,221.25,2236,-0.01458242329427005
2005-05-25,222.75,834,0.006756782462879687
2005-05-26,225.0,4868,0.010050335853501506
2005-05-27,221.25,4972,-0.01680711831638129
2005-05-31,222.0,1942,0.003384097984240494
2005-06-01,224.5,2138,0.011198325310029535
2005-06-02,217.0,2803,-0.033978353641849396
2005-06-03,218.25,4651,0.005743841179252093
2005-06-06,220.75,2515,0.011389644764357769
2005-06-07,220.25,3645,-0.0022675746677805458
2005-06-08,216.0,3120,-0.019484857132123914
2005-06-09,215.5,1106,-0.002317498140362479
2005-06-10,210.0,3192,-0.025853378826333782
2005-06-13,215.0,3055,0.023530497410194036
2005-06-14,219.0,2258,0.018433701688837966
2005-06-15,224.25,1788,0.023689771122404665
2005-06-16,225.75,2133,0.006666691358189297
2005-06-17,229.0,7407,0.014293811257144904
2005-06-20,235.5,2895,0.0279889099022328
2005-06-21,232.25,2076,-0.013896535762524538
2005-06-22,229.5,1827,-0.011911348193348008
2005-06-23,226.5,3683,-0.013158084577511088
2005-06-24,232.75,3917,0.02721997123408777
2005-06-27,221.5,842,-0.04954232667198611
2005-06-28,218.5,450,-0.013636574949545508
2005-06-29,216.5,717,-0.009195467093100275
2005-06-30,212.25,258,-0.019825722251087842
2005-07-01,216.5,190,0.019825722251087762
2005-07-05,231.0,495,0.06482716307924906
2005-07-06,230.75,59,-0.0010828371388320486
2005-07-07,233.75,6,0.012917294785834926
2005-07-08,226.25,4,-0.03261158558876089
2005-07-11,226.75,3,0.00220750641521052
2005-07-12,227.0,45,0.0011019284861567347
2005-07-13,237.25,7,0.044164420008634644
2005-07-14,245.25,1071,0.03316366095543525
2005-07-15,257.75,3851,0.04971202445159679
2005-07-18,260.0,1063,0.008691508118458391
2005-07-19,248.5,956,-0.045238785478844266
2005-07-20,241.5,1390,-0.028573372444056
2005-07-21,234.0,1493,-0.0315483577349259
2005-07-22,233.5,1449,-0.0021390382487494184
2005-07-25,230.5,484,-0.012931214672248779
2005-07-26,234.25,527,0.016138058681828295
2005-07-27,236.5,652,0.009559286813456172
2005-07-28,241.0,557,0.01884872555866733
2005-07-29,236.5,1175,-0.018848725558667383
2005-08-01,231.75,932,-0.020289003486023128
2005-08-02,232.5,577,0.00323102058144654
2005-08-03,227.0,1109,-0.02394020754600835
2005-08-04,224.5,709,-0.011074310299093665
2005-08-05,220.5,758,-0.017978012295408317
2005-08-08,222.0,1225,0.006779686985378769
2005-08-09,218.75,784,-0.014747856634555653
2005-08-10,223.0,1538,0.01924224622239487
2005-08-11,225.0,1360,0.008928630744301398
2005-08-12,217.75,1674,-0.032752786471807994
2005-08-15,210.5,399,-0.033861962610176086
2005-08-16,209.5,387,-0.004761913760243703
2005-08-17,213.0,351,0.016568426347232705
2005-08-18,211.25,391,-0.008249899472141836
2005-08-19,210.25,114,-0.004744967384225749
2005-08-22,212.5,343,0.010644689511414007
2005-08-23,210.5,301,-0.0094563352420354
2005-08-24,208.75,505,-0.008348289391471274
2005-08-25,206.25,369,-0.01204833851617448
2005-08-26,203.75,1845,-0.012195273093818243
2005-08-29,204.75,807,0.004895970612206687
2005-08-30,203.5,1184,-0.0061237178505291045
2005-08-31,201.5,145,-0.009876623495911976
2005-09-01,207.75,54,0.030546052348819807
2005-09-02,203.5,209,-0.020669428852907887
2005-09-06,207.5,209,0.01946533478810325
2005-09-07,204.25,107,-0.015786605930640765
2005-09-08,202.75,37,-0.007371040744589993
2005-09-09,203.0,10,0.0012322860462651017
2005-09-12,198.5,67,-0.02241687891454226
2005-09-13,198.5,1,0.0
2005-09-14,195.0,2067,-0.0177895415634983
2005-09-15,206.5,729,0.057300853837340654
2005-09-16,206.25,588,-0.0012113871862970932
2005-09-19,206.25,1043,0.0
2005-09-20,206.75,682,0.0024213086890103454
2005-09-21,206.5,1896,-0.0012099215027131982
2005-09-22,208.25,590,0.008438868645864604
2005-09-23,207.25,574,-0.004813487031547715
2005-09-26,204.5,530,-0.013357818532547874
2005-09-27,203.25,464,-0.006131227054936408
2005-09-28,203.25,854,0.0
2005-09-29,203.5,678,0.0012292564547296896
2005-09-30,205.5,1737,0.0097800290536397
2005-10-03,208.75,2323,0.0156913297946756
2005-10-04,205.75,1506,-0.014475524173785717
2005-10-05,204.75,996,-0.004872116824000429
2005-10-06,204.25,620,-0.0024449889930665317
2005-10-07,202.5,660,-0.008604847193518414
2005-10-10,202.0,1470,-0.002472189145389037
2005-10-11,202.5,2079,0.002472189145389073
2005-10-12,205.75,1980,0.015921953010585257
2005-10-13,203.5,789,-0.010995834674529465
2005-10-14,203.5,823,0.0
2005-10-17,203.75,1337,0.0012277472383223377
2005-10-18,202.0,666,-0.00862605471976728
2005-10-19,201.75,1898,-0.0012383902511465827
2005-10-20,202.75,1481,0.004944385845464066
2005-10-21,201.5,1095,-0.006184311608784657
2005-10-24,199.5,1455,-0.009975145056819509
2005-10-25,199.5,850,0.0
2005-10-26,198.25,557,-0.006285375814960753
2005-10-27,197.75,1007,-0.002525253867194071
2005-10-28,197.0,636,-0.003799877909774786
2005-10-31,196.25,2138,-0.0038143720754706774
2005-11-01,196.75,1630,0.0025445306349947947
2005-11-02,196.0,978,-0.003819228066995384
2005-11-03,196.25,951,0.0012746974320005163
2005-11-04,195.5,886,-0.0038289772370973508
2005-11-07,194.75,1012,-0.003843694674562827
2005-11-08,195.25,1179,0.002564103968937634
2005-11-09,195.25,2847,0.0
2005-11-10,193.75,397,-0.007712120486338919
2005-11-11,195.5,1739,0.008991711191964086
2005-11-14,196.75,746,0.006373507872092201
2005-11-15,195.75,463,-0.00509555242660017
2005-11-16,192.75,1489,-0.015444322427473631
2005-11-17,192.25,744,-0.002597404057685506
2005-11-18,191.25,579,-0.0052151356791081595
2005-11-21,191.5,830,0.001306335914055457
2005-11-22,191.5,2023,0.0
2005-11-23,190.75,2023,-0.003924138456134258
2005-11-24,190.75,370,0.0
2005-11-25,189.75,2291,-0.005256253888827064
2005-11-28,187.75,2115,-0.010596125631495158
2005-11-29,186.25,988,-0.008021433384575227
2005-11-30,187.5,189,0.00668898815079671
2005-12-01,189.25,246,0.009290046907092734
2005-12-02,189.75,168,0.002638523958181242
2005-12-05,193.5,89,0.019570096194097296
2005-12-06,190.75,24,-0.014313842305270098
2005-12-07,187.0,22,-0.01985505330997979
2005-12-08,188.25,97,0.00666224982541625
2005-12-09,189.75,37,0.007936549595736342
2005-12-12,194.25,37,0.023438572972017596
2005-12-13,195.5,0,0.0064143901776637004
2005-12-14,194.25,573,-0.006414390177663694
2005-12-15,204.75,1449,0.05264373348542188
2005-12-16,207.5,1548,0.013341616937574137
2005-12-19,208.75,1881,0.006006024060211949
2005-12-20,209.75,1229,0.004778981616350601
2005-12-21,210.0,2481,0.001191185370153232
2005-12-22,212.75,1381,0.01301023673601479
2005-12-23,214.0,3407,0.00585824756836807
2005-12-27,215.5,1376,0.006984894521950969
2005-12-28,216.25,1312,0.0034742362681862726
2005-12-29,211.0,1671,-0.02457701233592225
2005-12-30,215.75,4756,0.022262196487470923
2006-01-03,220.0,2672,0.01950721638882416
2006-01-04,218.25,1703,-0.007986351632649933
2006-01-05,215.5,1097,-0.012680285175909063
2006-01-06,214.25,3455,-0.005817352065913314
2006-01-09,211.0,2717,-0.015285424001822626
2006-01-10,213.25,1500,0.01060705289572192
2006-01-11,214.5,2310,0.005844551996283225
2006-01-12,212.75,1444,-0.008191970914588146
2006-01-13,213.5,1779,0.003519065215195702
2006-01-17,208.75,2882,-0.022499468937714408
2006-01-18,205.75,1292,-0.014475524173785717
2006-01-19,205.0,919,-0.0036518604187709613
2006-01-20,205.0,3265,0.0
2006-01-23,208.25,1010,0.015729301908543908
2006-01-24,213.25,4639,0.02372590532483653
2006-01-25,216.5,2308,0.01512536107075598
2006-01-26,217.0,3797,0.002306806097915092
2006-01-27,218.75,6283,0.008032171697264253
2006-01-30,217.75,2030,-0.004581909505111621
2006-01-31,218.75,4187,0.004581909505111544
2006-02-01,216.5,898,-0.010338977795179219
2006-02-02,220.5,5533,0.018307147444356107
2006-02-03,225.25,6383,0.021313201601546598
2006-02-06,222.75,3126,-0.011160830137528622
2006-02-07,218.0,5016,-0.021555003561829697
2006-02-08,221.25,4792,0.014798221098949882
2006-02-09,225.5,7552,0.019026875054694206
2006-02-10,221.25,4553,-0.019026875054694095
2006-02-13,220.75,1444,-0.0022624444039695043
2006-02-14,218.75,1549,-0.009101314246345636
2006-02-15,222.0,5895,0.014747856634555679
2006-02-16,223.5,1132,0.0067340321813441194
2006-02-17,226.5,2877,0.013333530869465168
2006-02-21,226.0,971,-0.002209945650802844
2006-02-22,221.5,844,-0.020112409787095525
2006-02-23,223.0,2059,0.00674918197492833
2006-02-24,227.75,3750,0.02107676467994895
2006-02-27,227.5,1347,-0.0010982977490625657
2006-02-28,228.0,486,0.002195390563435656
2006-03-01,224.25,1273,-0.016584128015535295
2006-03-02,228.5,175,0.018774709395353806
2006-03-03,228.75,447,0.0010934938213712896
2006-03-06,223.0,534,-0.02545793269551192
2006-03-07,221.0,197,-0.009009069942365968
2006-03-08,219.0,68,-0.009090971701251963
2006-03-09,223.25,194,0.01922048994010765
2006-03-10,226.0,140,0.012242779515677427
2006-03-13,220.5,41,-0.024637304385385177
2006-03-14,218.75,1258,-0.007968169649176845
2006-03-15,229.25,813,0.04688358589885046
2006-03-16,224.5,1722,-0.020937403954265202
2006-03-17,221.5,3537,-0.01345311769711864
2006-03-20,218.25,1847,-0.014781394765478746
2006-03-21,223.5,3088,0.02377021933391185
2006-03-22,222.5,1341,-0.004484312447328576
2006-03-23,219.25,867,-0.014714470354002428
2006-03-24,218.75,12515,-0.0022831060145686323
2006-03-27,221.75,1054,0.013621095951965137
2006-03-28,222.25,1944,0.002252253204325053
2006-03-29,224.25,716,0.008958626544891492
2006-03-30,227.75,2082,0.01548703520116212
2006-03-31,236.0,5105,0.03558326888554237
2006-04-03,236.5,1691,0.0021164029063776937
2006-04-04,234.5,1140,-0.008492620045653588
2006-04-05,236.25,1783,0.0074349784875179905
2006-04-06,241.5,1992,0.021978906718775167
2006-04-07,243.0,2807,0.00619197024792098
2006-04-10,241.25,1345,-0.007227703121453145
2006-04-11,242.0,1755,0.0031039859375910123
2006-04-12,237.0,3471,-0.020877585021555255
2006-04-13,236.25,3236,-0.0031695747612790672
2006-04-17,236.5,869,0.0010576415581354454
2006-04-18,239.25,1706,0.011560822401076006
2006-04-19,238.5,572,-0.0031397200046677527
2006-04-20,235.75,1555,-0.011597388814829067
2006-04-21,236.5,1508,0.003176286418420737
2006-04-24,232.75,1085,-0.015983291774811163
2006-04-25,231.0,620,-0.007547205635382966
2006-04-26,231.5,2388,0.0021621630044953172
