date,corn_Close,corn_Volume,corn_log_return,soybean_Close,soybean_Volume,soybean_log_return,temperature_2m_mean_loc1.0,temperature_2m_mean_loc2.0,temperature_2m_mean_loc3.0,precipitation_sum_loc1.0,precipitation_sum_loc2.0,precipitation_sum_loc3.0,dew_point_2m_mean_loc1.0,dew_point_2m_mean_loc2.0,dew_point_2m_mean_loc3.0,cloud_cover_mean_loc1.0,cloud_cover_mean_loc2.0,cloud_cover_mean_loc3.0,cloud_cover_max_loc1.0,cloud_cover_max_loc2.0,cloud_cover_max_loc3.0,dew_point_2m_max_loc1.0,dew_point_2m_max_loc2.0,dew_point_2m_max_loc3.0,dew_point_2m_min_loc1.0,dew_point_2m_min_loc2.0,dew_point_2m_min_loc3.0,cloud_cover_min_loc1.0,cloud_cover_min_loc2.0,cloud_cover_min_loc3.0,apparent_temperature_mean_loc1.0,apparent_temperature_mean_loc2.0,apparent_temperature_mean_loc3.0,et0_fao_evapotranspiration_sum_loc1.0,et0_fao_evapotranspiration_sum_loc2.0,et0_fao_evapotranspiration_sum_loc3.0,relative_humidity_2m_mean_loc1.0,relative_humidity_2m_mean_loc2.0,relative_humidity_2m_mean_loc3.0,relative_humidity_2m_min_loc1.0,relative_humidity_2m_min_loc2.0,relative_humidity_2m_min_loc3.0,relative_humidity_2m_max_loc1.0,relative_humidity_2m_max_loc2.0,relative_humidity_2m_max_loc3.0,snowfall_water_equivalent_sum_loc1.0,snowfall_water_equivalent_sum_loc2.0,snowfall_water_equivalent_sum_loc3.0,pressure_msl_mean_loc1.0,pressure_msl_mean_loc2.0,pressure_msl_mean_loc3.0,pressure_msl_max_loc1.0,pressure_msl_max_loc2.0,pressure_msl_max_loc3.0,pressure_msl_min_loc1.0,pressure_msl_min_loc2.0,pressure_msl_min_loc3.0,surface_pressure_mean_loc1.0,surface_pressure_mean_loc2.0,surface_pressure_mean_loc3.0,surface_pressure_min_loc1.0,surface_pressure_min_loc2.0,surface_pressure_min_loc3.0,winddirection_10m_dominant_loc1.0,winddirection_10m_dominant_loc2.0,winddirection_10m_dominant_loc3.0,surface_pressure_max_loc1.0,surface_pressure_max_loc2.0,surface_pressure_max_loc3.0,wind_speed_10m_max_loc1.0,wind_speed_10m_max_loc2.0,wind_speed_10m_max_loc3.0,wind_gusts_10m_max_loc1.0,wind_gusts_10m_max_loc2.0,wind_gusts_10m_max_loc3.0,wind_speed_10m_mean_loc1.0,wind_speed_10m_mean_loc2.0,wind_speed_10m_mean_loc3.0,wind_gusts_10m_mean_loc1.0,wind_gusts_10m_mean_loc2.0,wind_gusts_10m_mean_loc3.0,wind_gusts_10m_min_loc1.0,wind_gusts_10m_min_loc2.0,wind_gusts_10m_min_loc3.0,wind_speed_10m_min_loc1.0,wind_speed_10m_min_loc2.0,wind_speed_10m_min_loc3.0,wet_bulb_temperature_2m_mean_loc1.0,wet_bulb_temperature_2m_mean_loc2.0,wet_bulb_temperature_2m_mean_loc3.0,wet_bulb_temperature_2m_max_loc1.0,wet_bulb_temperature_2m_max_loc2.0,wet_bulb_temperature_2m_max_loc3.0,vapour_pressure_deficit_max_loc1.0,vapour_pressure_deficit_max_loc2.0,vapour_pressure_deficit_max_loc3.0,soil_moisture_0_to_7cm_mean_loc1.0,soil_moisture_0_to_7cm_mean_loc2.0,soil_moisture_0_to_7cm_mean_loc3.0,soil_moisture_0_to_100cm_mean_loc1.0,soil_moisture_0_to_100cm_mean_loc2.0,soil_moisture_0_to_100cm_mean_loc3.0,wet_bulb_temperature_2m_min_loc1.0,wet_bulb_temperature_2m_min_loc2.0,wet_bulb_temperature_2m_min_loc3.0,soil_moisture_7_to_28cm_mean_loc1.0,soil_moisture_7_to_28cm_mean_loc2.0,soil_moisture_7_to_28cm_mean_loc3.0,soil_moisture_28_to_100cm_mean_loc1.0,soil_moisture_28_to_100cm_mean_loc2.0,soil_moisture_28_to_100cm_mean_loc3.0,soil_temperature_0_to_100cm_mean_loc1.0,soil_temperature_0_to_100cm_mean_loc2.0,soil_temperature_0_to_100cm_mean_loc3.0,soil_temperature_0_to_7cm_mean_loc1.0,soil_temperature_0_to_7cm_mean_loc2.0,soil_temperature_0_to_7cm_mean_loc3.0,soil_temperature_28_to_100cm_mean_loc1.0,soil_temperature_28_to_100cm_mean_loc2.0,soil_temperature_28_to_100cm_mean_loc3.0,soil_temperature_7_to_28cm_mean_loc1.0,soil_temperature_7_to_28cm_mean_loc2.0,soil_temperature_7_to_28cm_mean_loc3.0,beta,alpha,ecm_spread,gamma,half_life,ecm_spread_lag1,ecm_spread_lag2,ecm_spread_lag5,corn_return_lag1,soy_return_lag1,spread_change,spread_change_lag1,spread_return,bin,ret
2007-07-16,334.75,17461.0,-0.0199636944395628,871.75,7328,-0.0462331950392079,12.067594661723335,17.141434645555556,11.404207470408332,2.817111107194444,0.4734166499444445,1.6624722214999998,5.265400487692778,6.37957002555,7.186881736058334,56.003460823497775,33.140543927698886,64.07523186371945,88.1427777777778,69.66305555555554,92.89194444444446,8.986819321553888,9.208416673638888,9.333999765205554,1.460541571722222,3.6923195048194444,4.810902756058056,17.66416666666667,5.464722222222222,21.489166666666666,9.36623497756389,15.703050758472221,8.7979947508,5.6839576,5.95775,2.779052,53.873077,60.14368,82.11099,37.335003,40.459953,61.329445,78.65826,80.14872,96.89271,0.0,0.0,0.0,1015.56665,1011.47925,1009.77496,1016.9,1012.8,1010.8,1013.8,1009.9,1008.9,974.4502690749999,1004.111805036111,1015.4395693555556,971.5320474805555,1002.3798953472221,1012.8361463083334,53.972553,203.68402,214.5667,977.2219037944445,1005.8735100083334,1018.1562495111112,21.82967960836111,14.866874395833333,19.527204209305555,15.84,31.319998,38.519997,15.397504669083332,7.379259920611111,14.150707220694445,11.340001,18.734999,25.394999,3.2399998,6.4799995,11.159999,8.727799032075,1.9415612999194445,8.590309661727778,8.321087940547223,11.278074495222222,8.874424411698861,11.98735603693689,14.086936414555556,11.225611323055555,2.3088808,2.418984,0.9884552,0.3366475543722222,0.1081438748938889,0.3197247112805555,0.3481726653916667,0.1730970969111111,0.3441830879972222,4.504292043372223,8.137261221827778,6.026990577497778,0.33859058563055555,0.1587368703333333,0.33019748052500003,0.3520879174027778,0.18360037990277778,0.3506400993027778,9.66977802638611,19.206503279166665,11.224399370444445,12.272382024344443,20.605093816111108,12.231279151111112,8.930208990202777,18.84612562208333,10.930338942666667,11.337907567663889,19.97588692472222,11.896976423944444,1.1708967072827716,-1.8271880026271843,-0.286987313967936,0.014332520523798678,,-0.3283375543720166,-0.3241062333661162,-0.32124293057523357,-0.0072939783625536,0.0032912810840727,0.04135024040408064,-0.004231321005900401,0.0262695005996451,1.0,0.029101914659404482
2007-07-17,322.5,50805.0,-0.0372808483354547,833.75,11488,-0.044569088325927,12.381742826141668,17.247932318194444,11.524195318283335,2.8032499948888887,0.4601388726944444,1.6836388879166668,5.546671323429445,6.470917826777778,7.295948281615,55.80299785382111,32.90149299977278,64.17844945842222,88.07472222222222,69.47972222222224,92.91694444444444,9.243638766455001,9.272638895822222,9.441791425972221,1.7628193496111109,3.8046806154999997,4.926680530805556,17.566388888888888,5.308888888888888,21.60361111111111,9.74749216906389,15.835569903916667,8.94176468903611,2.1600714,5.9410195,3.1178286,77.56698,61.382473,81.17388,62.280415,38.08272,69.86147,93.429375,85.535,93.40988,0.0,0.0,0.0,1015.17505,1010.47095,1012.929,1016.9,1011.9,1015.6,1012.6,1008.4,1010.9,974.4560080388889,1004.0546178583332,1015.3819736055556,971.5658614722222,1002.3271231305556,1012.7915038027779,228.70271,207.0622,210.00531,977.2026231611111,1005.8080843083333,1018.081029925,21.738692499361107,14.875439312916667,19.558604158055555,34.92,33.12,65.88,15.327340827277778,7.382040299500001,14.176121782361111,19.200003,18.84,42.629997,9.0,6.8399997,23.4,8.673528486944443,1.9438762298388887,8.614020394775,8.597950794877779,11.364258783527779,8.984878999729943,12.241199410146221,14.169552004388889,11.335815030722221,1.0239459,2.5241385,0.63793623,0.3350700313805556,0.10753105059444444,0.3190825122388889,0.34677329405,0.17295288294166664,0.3433767927722222,4.795895547474999,8.234485809122223,6.143822796377222,0.3369484673638889,0.1585744512638889,0.32948617251944445,0.35077666748333336,0.18350703500277776,0.34979014531111113,9.89821572396,19.315928599444444,11.330798965277777,12.554634923283334,20.756095534722224,12.363200440683332,9.142273816436111,18.94431601166667,11.029388131777779,11.604542413464445,20.109973141944447,12.020070171611112,1.154291071858083,-1.7194577913486588,-0.26812417360823027,0.012708752059694808,,-0.286987313967936,-0.3283375543720166,-0.32621214158860923,-0.0199636944395628,-0.0462331950392079,0.01886314035970571,0.04135024040408064,0.007288239990472303,-1.0,-0.026663494437622948
2007-07-18,327.0,42783.0,0.0138570346614262,851.25,12160,0.0207722602338886,12.690771775837778,17.35713832472222,11.641394391647223,2.7904166604722227,0.44686109544444447,1.704944443222222,5.825194474443889,6.559573498644444,7.402093531338334,55.62140062636667,32.65086799768,64.25402816423612,88.01166666666667,69.27055555555556,92.92611111111113,9.497333212022777,9.33526389578889,9.546152531738889,2.0634721276388888,3.9146111704583335,5.040541638886389,17.474722222222223,5.1530555555555555,21.718055555555555,10.124362233897221,15.970334508527777,9.082216759327777,4.111757,6.178566,3.5258567,80.50016,58.622944,75.58593,55.069035,33.901653,54.438557,97.83845,87.43631,95.22361,0.0,0.0,0.0,1013.6875,1010.55835,1017.24585,1015.9,1012.4,1019.6,1010.9,1008.9,1015.7,974.4629873944444,1003.9961468194446,1015.32542045,971.6003703527779,1002.273387561111,1012.746165363889,243.75706,212.99466,226.71378,977.1850345861111,1005.7409301583334,1018.0079468222223,21.639374107861112,14.881539689166667,19.589892605694445,52.199997,36.0,41.760002,15.252565727138888,7.385528150694444,14.201529054305555,25.755,19.395,28.635,11.879999,6.8399997,11.879999,8.619566285702778,1.9473236152305555,8.636629557822223,8.871173227819444,11.450720555722222,9.09254488562214,12.490734974077778,14.252839089499998,11.442660069916666,1.9013834,2.9198136,1.095429,0.33348692970277777,0.10683423325055556,0.31851163266666666,0.3453464578916667,0.1728007943,0.3425988444166667,5.083850879911111,8.330908302722223,6.258819218201111,0.33526984448611113,0.15840538869444445,0.32882063998611105,0.3494384615694444,0.18341285678055555,0.34895927699722223,10.12770117053389,19.427270876111113,11.436687686222221,12.834367568433333,20.910034172777777,12.49266455481111,9.356427764058335,19.044024339027775,11.128505610055557,11.86984392747611,20.247004381944446,12.14131611988889,1.140848458840887,-1.632331128962861,-0.2746776798801567,0.011998710302841432,,-0.26812417360823027,-0.286987313967936,-0.3284392818753008,-0.0372808483354547,-0.044569088325927,-0.0065535062719264126,0.01886314035970571,-0.006915225572462401,-1.0,-0.020109988165696535
2007-07-19,321.25,27122.0,-0.0177405346878238,856.0,8815,0.00556451867802,12.996455237367224,17.467295718333332,11.75572830426111,2.7808888816111113,0.43361109597222225,1.7268333319166664,6.101287648902778,6.647387736427778,7.506250933728333,55.433020992801104,32.41394669897611,64.31647029449445,87.9475,69.07805555555555,92.93527777777778,9.749833213979445,9.398152784644445,9.64920808195,2.359819349888889,4.023347280805555,5.151652746800555,17.39527777777778,4.997222222222223,21.813055555555554,10.497283791230556,16.10582072925,9.21971342054722,2.901103,6.3302226,3.541485,81.17487,55.560287,75.50126,59.029358,32.668007,54.270466,91.46319,79.21864,91.522995,0.0,0.0,0.0,1010.83746,1009.5083,1018.33746,1013.8,1010.6,1019.7,1008.9,1008.2,1016.9,974.4676411111111,1003.9344593500001,1015.2715868222223,971.6309875777778,1002.2167461916667,1012.7043542222223,274.36777,188.0324,72.801346,977.1667815583334,1005.670308575,1017.9377780805556,21.54457211608333,14.886574635,19.61895429611111,52.92,32.760002,21.96,15.181953889777779,7.389610636388889,14.224971349305555,37.934998,18.21,15.87,29.519999,7.92,8.64,8.56750849985,1.9526778408166665,8.658656393258333,9.14167851326111,11.537310361805558,9.197891151903223,12.738626526151,14.335789256,11.547561896888888,0.89192915,3.086337,1.2015406,0.33191698775833334,0.10607423305944444,0.31800891282777777,0.3438950106361111,0.1726421661666667,0.34184920893055554,5.3669474904027785,8.427880097944444,6.370499547441667,0.33356174243611114,0.15822910393055556,0.3282006629833333,0.3480733922777777,0.1833178452361111,0.34814781845555554,10.35795385185778,19.540428715833333,11.541800920777778,13.111695121094444,21.065877903055554,12.619132141522222,9.572262266958335,19.14537618527778,11.227486513138889,12.133838729654444,20.3864112,12.260336372194445,1.1255709557061813,-1.5331521162051138,-0.2947876680458532,0.012534361719246292,,-0.2746776798801567,-0.26812417360823027,-0.3241062333661162,0.0138570346614262,0.0207722602338886,-0.020109988165696535,-0.0065535062719264126,-0.0233050533658438,1.0,0.02479411118436836
2007-07-20,318.25,28250.0,-0.0093823987719136,850.25,6366,-0.0067399522544372,13.298032216313334,17.57727139972222,11.868277494652776,2.7591944371944446,0.4203610965,1.7542777768333333,6.370772606139444,6.735178826794444,7.610360883062778,55.21315987701334,32.19047447388333,64.37914390475278,87.88083333333334,68.87694444444445,92.94444444444443,9.993305438158334,9.461833340166667,9.751777521605556,2.651499905861111,4.131597279875,5.2625832992424995,17.264444444444447,4.865833333333334,21.90888888888889,10.865186238008334,16.241105939694442,9.355476229072222,5.3920383,6.2222548,1.7185483,59.82811,58.76353,87.94863,44.779552,33.55808,73.84444,73.33619,86.12199,96.54773,0.0,0.0,0.0,1018.04987,1010.6709,1012.3125,1019.6,1012.5,1016.7,1014.5,1009.7,1009.9,974.4750995416666,1003.8720265472222,1015.2208515888889,971.6635012833334,1002.1603048638889,1012.6662640416666,17.712105,197.34589,166.17567,977.1511004194446,1005.5983446861111,1017.8697482138889,21.450890458194447,14.89111819138889,19.64917310263889,33.48,32.760002,55.079998,15.11164841436111,7.393624467722223,14.248480138472223,25.470003,17.88,39.495,12.599999,6.4799995,22.319998,8.518453124719445,1.9584926215305556,8.680481587694443,9.407197545925,11.623797136638888,9.30248237751764,12.97937186711311,14.418423904722223,11.651421036916668,1.5580132,2.9940479,0.5536026,0.330317230975,0.10527587639166666,0.3175800356222222,0.3424122034388889,0.17247875097499998,0.3411307111583333,5.644816865394445,8.525278155944443,6.481918246404445,0.3318124598361111,0.15804566641388887,0.3276381164944444,0.3466796771472222,0.18322200036944444,0.3473556770944445,10.588691834487223,19.655115235833332,11.646239364611112,13.386903462005558,21.222303230277777,12.743667437122221,9.789384965469445,19.24842652597222,11.326156073111113,12.396434226843889,20.52708017111111,12.377854888944446,1.1090526226430546,-1.4259180080344942,-0.29239296225872025,0.01343235456432085,,-0.2947876680458532,-0.2746776798801567,-0.3283375543720166,-0.0177405346878238,0.00556451867802,0.002394705787132967,-0.020109988165696535,-0.002642446517476399,1.0,0.022399405397235395
2007-07-23,310.0,26082.0,-0.0262649399583239,816.25,9393,-0.0408097432966639,13.595114982398334,17.687323468055556,11.979351568655554,2.7248611038888892,0.4090833189722222,1.782916666111111,6.632085688098333,6.8238906345777774,7.714734142675,54.98923626344777,31.99493048934611,64.45620408612223,87.81416666666668,68.70055555555555,92.95527777777778,10.229124884420553,9.526513895688888,9.85438862828889,2.9360415732222216,4.240833390055555,5.373680517851112,17.133888888888887,4.748888888888889,22.034444444444443,11.227357058397223,16.376627357916668,9.490379933986112,5.0245132,4.265419,1.4567266,52.582993,63.39322,85.445625,32.75561,44.220062,79.88534,79.98229,78.49307,93.75488,0.0,0.0,0.0,1019.3708,1011.79584,999.7791,1021.3,1013.5,1006.8,1017.3,1009.3,996.0,974.488159388889,1003.8109704361111,1015.1657955722222,971.7016414166667,1002.1050301944445,1012.6235353611112,63.878403,206.41971,62.724483,977.1404990583334,1005.5279474027777,1017.7983853194444,21.35594330947222,14.894468834722224,19.676115795833333,21.599998,29.519999,42.48,15.03997103838889,7.397259797305556,14.268394776694443,15.929998,16.859999,29.054998,10.799999,7.92,14.759999,8.466553103394444,1.9644136279944446,8.700094080741668,9.666537661922224,11.710769830916666,9.40660011096539,13.213486883269667,14.500709727055556,11.753695364722224,2.1911411,2.3668194,0.39231062,0.3286494649055556,0.104459441035,0.3172205681222222,0.34088585954166667,0.1723119876361111,0.3404458640833334,5.9173090406638895,8.62356134661111,6.593274069533889,0.32999571197500005,0.15785516873888888,0.32713620666388893,0.34525178377222226,0.18312532218055555,0.3465858388888889,10.819732009255555,19.77114871638889,11.749915480944445,13.660126269944444,21.378705986666667,12.866114189611112,10.007461367230556,19.353116914166666,11.424423435194445,12.657860744302779,20.668547754722223,12.493818428194446,1.0927941112211423,-1.320313422791385,-0.26999355686148485,0.013482431501663335,,-0.29239296225872025,-0.2947876680458532,-0.286987313967936,-0.0093823987719136,-0.0067399522544372,0.022399405397235395,0.002394705787132967,0.014544803338339997,1.0,0.025427246788830793
2007-07-24,311.5,27978.0,0.0048270407483159,820.25,5834,0.0048884912505701,13.889387563761112,17.795221601944444,12.088607355797222,2.6904722150277776,0.39822220811111114,1.8116388887222221,6.887596108112778,6.913887164194445,7.817772332620555,54.75101866877112,31.815011505364446,64.50920176749167,87.7475,68.54638888888888,92.96083333333334,10.457722108460556,9.591194451211113,9.955041401916668,3.2150554628055557,4.351902833652778,5.483708292016667,16.984444444444446,4.6375,22.128611111111113,11.586781802952778,16.51029396308333,9.623339210705556,4.8152695,5.955062,3.7130845,56.272278,62.75984,73.49807,39.48604,36.886864,53.311646,84.10152,90.4595,95.80387,0.0,0.0,0.0,1017.3501,1010.01666,1007.92926,1018.4,1011.5,1013.4,1015.6,1007.8,999.7,974.5060489527776,1003.7498337444446,1015.1065518166668,971.7449281972222,1002.0494850166667,1012.5744442861111,48.21559,205.89876,288.66617,977.1340058083333,1005.4574416777778,1017.7243279694444,21.256640888805556,14.896626742777778,19.702198142083333,22.319998,34.56,43.199997,14.964007346305554,7.401031976722223,14.286574995194444,14.399999,17.789997,32.97,9.36,4.32,22.68,8.412374791513889,1.9703818480861108,8.716476532955557,9.921881392919444,11.797490516861112,9.509227739607583,13.442973287287334,14.581376980777778,11.853409026694443,1.9945183,3.0693169,1.1087922,0.32691909467499997,0.10364798252833334,0.31693421403333333,0.3393111198527778,0.17214376570833334,0.3397960789944445,6.18491704135,8.723621274416667,6.703334218446667,0.3281138599888889,0.15765805068888888,0.3266968083972222,0.3437817491305556,0.18302806528055554,0.34583935718333336,11.051091350829443,19.88821222472222,11.852695596166665,13.932402897466666,21.533847748888892,12.986153534127777,10.226313231352778,19.459318298055557,11.522217994777778,12.918463766669444,20.810160015,12.607938795499999,1.0788571065849994,-1.2297207276697508,-0.2675894715515248,0.01294915350313394,,-0.26999355686148485,-0.29239296225872025,-0.26812417360823027,-0.0262649399583239,-0.0408097432966639,0.002404085309960058,0.022399405397235395,-6.145050225420026e-05,1.0,0.023023161478870735
2007-07-25,311.5,18794.0,0.0,815.0,10419,-0.0064210586003483,14.177148572457222,17.902715799444444,12.197249717105555,2.6575277706111113,0.38736109725,1.8403611113333331,7.137213588682778,7.004645846172222,7.922871865205,54.54230338853889,31.62640039221611,64.59175963441666,87.6813888888889,68.37722222222222,92.98805555555556,10.67963877722278,9.656777784511112,10.058096953322222,3.4890554630555557,4.463500055027778,5.595847177182223,16.862222222222222,4.5311111111111115,22.23361111111111,11.93893191056389,16.643950424361112,9.756666583730556,4.7067995,6.298806,2.5310647,65.900314,59.057674,79.35285,47.537327,32.867985,64.53413,84.15026,89.6075,91.40441,0.0,0.0,0.0,1017.83746,1010.61255,1012.10425,1018.9,1011.8,1013.7,1016.9,1008.7,1009.8,974.5235648805556,1003.6881662555555,1015.0503305999999,971.7874325472222,1001.9940994055556,1012.5276576888889,70.52827,213.52904,215.23018,977.1276242138888,1005.3860999888889,1017.6532141194444,21.15427017702778,14.898162368888888,19.72515231861111,23.4,31.68,56.519997,14.885673678222222,7.403667213277777,14.301002366555556,15.299999,17.175,39.329998,7.5599995,3.96,16.56,8.356542918966666,1.975581753838889,8.728341980586112,10.171513395583334,11.884368854194443,9.612620248888668,13.665692615582778,14.661716783666666,11.953647562000002,1.6984344,3.3487086,0.7916013,0.32514960404722226,0.10285498466611112,0.31673399421388887,0.33769314065555556,0.17197559575833335,0.3391846406861111,6.4477560887027785,8.824138943222222,6.813475244498333,0.3261837094305555,0.1574559789472222,0.3263217388083334,0.34226955016666666,0.18293053059722222,0.34511899805555557,11.28186409682,20.00561799138889,11.954450196944444,14.200530219794443,21.68770131638889,13.104346235144444,10.445516368891667,19.56640046805556,11.619302486138888,13.176452206536112,20.950811627222222,12.720225828916666,1.0649187532053164,-1.1390659905171172,-0.2578853993085315,0.01282769123372151,,-0.2675894715515248,-0.26999355686148485,-0.2746776798801567,0.0048270407483159,0.0048884912505701,0.0097040722429933,0.002404085309960058,0.0064210586003483,1.0,0.03455526960800048
2007-07-26,317.5,42394.0,0.0190784801052385,821.5,7350,0.00794382423646,14.457058888264445,18.011477936944445,12.304680274108334,2.6270833264722224,0.37649998638888893,1.8700277783611112,7.380026672586111,7.095571774066667,8.029623596567223,54.33166681275111,31.416180482762222,64.713842962825,87.61527777777776,68.17166666666667,93.06972222222223,10.895347112735001,9.722972228922222,10.163041393172222,3.7558749080277773,4.5745000542083325,5.708736062292222,16.748055555555556,4.423611111111111,22.343611111111112,12.282404580675001,16.779138799805555,9.889325447227776,3.4430346,6.686214,2.2847297,77.14062,51.82216,81.27909,57.190804,29.433487,71.282364,94.156906,80.20991,89.10062,0.0,0.0,0.0,1016.44586,1011.39575,1005.7791,1017.8,1013.0,1009.5,1013.8,1009.7,1003.2,974.5412461055555,1003.6281553611111,1014.9970158944445,971.8297639916668,1001.9399918416667,1012.4825087722222,188.63332,218.18571,219.65932,977.1226359222222,1005.3167491277777,1017.5873205027779,21.049214674416664,14.898740925,19.748813050694444,33.12,34.56,75.6,14.805264439583334,7.405438044944445,14.314061885694445,25.005,17.535002,49.995003,10.440001,4.32,31.68,8.297397178586111,1.9797651070805558,8.738226487938887,10.414596140469445,11.971814894027778,9.71631488000308,13.881439446378222,14.742662730722223,12.053825483416666,1.2900857,3.9676466,0.61549425,0.32337808799722223,0.10207907014555556,0.3166262975472222,0.3360363276416667,0.17180747859166665,0.338612617525,6.704384633277778,8.924655661472224,6.923625488772222,0.32421236672500003,0.15724941645833332,0.3260109400805556,0.34071562670555555,0.18283271813055554,0.3444256412333333,11.511591819088334,20.12350498027778,12.055223299666666,14.4637402974,21.841814142777775,13.220585232827776,10.664725293930555,19.674224536388888,11.715665912499999,13.431083587252779,21.09112469722222,12.830962514638887,1.0516418727519439,-1.052663230608632,-0.24456631007265406,0.012466495989004667,,-0.2578853993085315,-0.2675894715515248,-0.2947876680458532,0.0,-0.0064210586003483,0.013319089235877435,0.0097040722429933,0.0111346558687785,1.0,0.021236180372123048
2007-07-27,321.0,23449.0,0.0109633047972695,815.5,12556,-0.0073305154162542,14.729285175460555,18.123794472222226,12.409808168333333,2.5973333268333336,0.3656388755277778,1.8999722231666667,7.613225172322777,7.185502909358334,8.137370698207222,54.08812514363,31.214675851919445,64.8805674949,87.5213888888889,67.96305555555556,93.19361111111111,11.100236004080557,9.789638895416665,10.268791388522223,4.0160832418888885,4.6845139422777775,5.823097169457778,16.58527777777778,4.331666666666666,22.481388888888887,12.617528781897223,16.917821663305556,10.020335469072222,3.1091263,6.67402,3.4048374,77.9775,50.54321,75.11834,59.897278,27.519958,56.583786,99.378654,76.3378,94.36992,0.0,0.0,0.0,1011.47095,1012.31665,1010.5957,1014.5,1013.6,1011.9,1010.2,1010.7,1006.7,974.5617460805555,1003.5691410305556,1014.9431134666667,971.875621113889,1001.8865863416667,1012.4353036444445,230.15062,212.63461,237.0422,977.1201246972222,1005.2488924194445,1017.5213442861111,20.94338789986111,14.897937970000003,19.768429688333335,32.039997,34.2,53.28,14.724197531777778,7.406598335,14.32395504886111,22.635,18.42,41.564995,6.4799995,5.3999996,20.880001,8.23573839578889,1.9837745637055555,8.742567174791667,10.650529434244445,12.060417183583333,9.819355350478611,14.090222478840333,14.825671195833333,12.153164971361113,1.4262841,4.0195904,1.0278629,0.3216038404861111,0.10130924358055557,0.3166147582805555,0.3343415424694444,0.1716385125722222,0.33808070282499997,6.955339824241666,9.025440994250001,7.033230996197222,0.32220631335555555,0.15703868729444445,0.3257651529416667,0.33911935368055557,0.18273435009722222,0.3437596802527778,11.739870172051111,20.24228240777778,12.154701500166668,14.721945743894445,21.997615046666667,13.334111847733332,10.883472992358334,19.782816545000003,11.811165334694444,13.682062768997222,21.232482328333333,12.939399432666669,1.0379326463577416,-0.9633230978260894,-0.223330129700531,0.012020348678474546,,-0.24456631007265406,-0.2578853993085315,-0.29239296225872025,0.0190784801052385,0.00794382423646,0.021236180372123048,0.013319089235877435,0.0182938202135237,1.0,0.016648654511753902
