,corn_Close,corn_Volume,corn_log_return,soybean_Close,soybean_Volume,soybean_log_return,temperature_2m_mean_loc1.0,temperature_2m_mean_loc2.0,temperature_2m_mean_loc3.0,precipitation_sum_loc1.0,precipitation_sum_loc2.0,precipitation_sum_loc3.0,dew_point_2m_mean_loc1.0,dew_point_2m_mean_loc2.0,dew_point_2m_mean_loc3.0,cloud_cover_mean_loc1.0,cloud_cover_mean_loc2.0,cloud_cover_mean_loc3.0,cloud_cover_max_loc1.0,cloud_cover_max_loc2.0,cloud_cover_max_loc3.0,dew_point_2m_max_loc1.0,dew_point_2m_max_loc2.0,dew_point_2m_max_loc3.0,dew_point_2m_min_loc1.0,dew_point_2m_min_loc2.0,dew_point_2m_min_loc3.0,cloud_cover_min_loc1.0,cloud_cover_min_loc2.0,cloud_cover_min_loc3.0,apparent_temperature_mean_loc1.0,apparent_temperature_mean_loc2.0,apparent_temperature_mean_loc3.0,et0_fao_evapotranspiration_sum_loc1.0,et0_fao_evapotranspiration_sum_loc2.0,et0_fao_evapotranspiration_sum_loc3.0,relative_humidity_2m_mean_loc1.0,relative_humidity_2m_mean_loc2.0,relative_humidity_2m_mean_loc3.0,relative_humidity_2m_min_loc1.0,relative_humidity_2m_min_loc2.0,relative_humidity_2m_min_loc3.0,relative_humidity_2m_max_loc1.0,relative_humidity_2m_max_loc2.0,relative_humidity_2m_max_loc3.0,snowfall_water_equivalent_sum_loc1.0,snowfall_water_equivalent_sum_loc2.0,snowfall_water_equivalent_sum_loc3.0,pressure_msl_mean_loc1.0,pressure_msl_mean_loc2.0,pressure_msl_mean_loc3.0,pressure_msl_max_loc1.0,pressure_msl_max_loc2.0,pressure_msl_max_loc3.0,pressure_msl_min_loc1.0,pressure_msl_min_loc2.0,pressure_msl_min_loc3.0,surface_pressure_mean_loc1.0,surface_pressure_mean_loc2.0,surface_pressure_mean_loc3.0,surface_pressure_min_loc1.0,surface_pressure_min_loc2.0,surface_pressure_min_loc3.0,winddirection_10m_dominant_loc1.0,winddirection_10m_dominant_loc2.0,winddirection_10m_dominant_loc3.0,surface_pressure_max_loc1.0,surface_pressure_max_loc2.0,surface_pressure_max_loc3.0,wind_speed_10m_max_loc1.0,wind_speed_10m_max_loc2.0,wind_speed_10m_max_loc3.0,wind_gusts_10m_max_loc1.0,wind_gusts_10m_max_loc2.0,wind_gusts_10m_max_loc3.0,wind_speed_10m_mean_loc1.0,wind_speed_10m_mean_loc2.0,wind_speed_10m_mean_loc3.0,wind_gusts_10m_mean_loc1.0,wind_gusts_10m_mean_loc2.0,wind_gusts_10m_mean_loc3.0,wind_gusts_10m_min_loc1.0,wind_gusts_10m_min_loc2.0,wind_gusts_10m_min_loc3.0,wind_speed_10m_min_loc1.0,wind_speed_10m_min_loc2.0,wind_speed_10m_min_loc3.0,wet_bulb_temperature_2m_mean_loc1.0,wet_bulb_temperature_2m_mean_loc2.0,wet_bulb_temperature_2m_mean_loc3.0,wet_bulb_temperature_2m_max_loc1.0,wet_bulb_temperature_2m_max_loc2.0,wet_bulb_temperature_2m_max_loc3.0,vapour_pressure_deficit_max_loc1.0,vapour_pressure_deficit_max_loc2.0,vapour_pressure_deficit_max_loc3.0,soil_moisture_0_to_7cm_mean_loc1.0,soil_moisture_0_to_7cm_mean_loc2.0,soil_moisture_0_to_7cm_mean_loc3.0,soil_moisture_0_to_100cm_mean_loc1.0,soil_moisture_0_to_100cm_mean_loc2.0,soil_moisture_0_to_100cm_mean_loc3.0,wet_bulb_temperature_2m_min_loc1.0,wet_bulb_temperature_2m_min_loc2.0,wet_bulb_temperature_2m_min_loc3.0,soil_moisture_7_to_28cm_mean_loc1.0,soil_moisture_7_to_28cm_mean_loc2.0,soil_moisture_7_to_28cm_mean_loc3.0,soil_moisture_28_to_100cm_mean_loc1.0,soil_moisture_28_to_100cm_mean_loc2.0,soil_moisture_28_to_100cm_mean_loc3.0,soil_temperature_0_to_100cm_mean_loc1.0,soil_temperature_0_to_100cm_mean_loc2.0,soil_temperature_0_to_100cm_mean_loc3.0,soil_temperature_0_to_7cm_mean_loc1.0,soil_temperature_0_to_7cm_mean_loc2.0,soil_temperature_0_to_7cm_mean_loc3.0,soil_temperature_28_to_100cm_mean_loc1.0,soil_temperature_28_to_100cm_mean_loc2.0,soil_temperature_28_to_100cm_mean_loc3.0,soil_temperature_7_to_28cm_mean_loc1.0,soil_temperature_7_to_28cm_mean_loc2.0,soil_temperature_7_to_28cm_mean_loc3.0,beta,alpha,ecm_spread,ecm_spread_lag1,ecm_spread_lag2,ecm_spread_lag5,corn_return_lag1,soy_return_lag1,spread_change,spread_change_lag1,spread_return,bin,ret
2006-08-07,239.75,10314.0,-0.0216614967811794,563.25,267,-0.0249848630835947,20.51987582166667,23.910207683333336,17.296575949999998,3.505000160833333,0.19166666666666668,1.9333333364999998,15.297271309999998,13.941215591666667,11.827166131666667,49.43819425,31.3583334728,62.665972205,84.45,69.53333333333333,93.75,17.473000125,15.728333333333332,13.700499721666667,13.440500004333334,12.042500025,9.785499823333334,12.75,4.266666666666667,18.85,21.229997405,24.72368073333333,16.180152906666667,4.126291,5.5239534,2.4930363,78.64275,62.896206,77.09135,61.283726,31.327236,61.095776,88.3061,90.82184,90.42022,0.0,0.0,0.0,1019.1418,1014.0249,1021.1833,1020.4,1015.8,1024.1,1017.9,1012.6,1019.7,973.7388426666668,1001.8350478333334,1017.7410918333333,971.838533,1000.1262461666666,1015.6853591666667,272.47607,223.58313,7.228093,975.5671898333333,1003.3879268333334,1019.9325296666666,16.7473236,13.659918433333333,18.39546418666667,37.8,33.839996,36.719997,11.299908420000001,7.032966071666666,13.135973693333334,21.015,17.94,28.800003,11.159999,5.7599998,17.64,6.012859645,1.8602359561666666,7.608674006166666,17.124739845,17.647230041666667,13.847628098333333,19.452345336666667,19.860750850000002,15.773671549999998,1.6194751,2.8405428,0.99505424,0.32560208183333333,0.09247083101666666,0.2700138871666667,0.3297585841666667,0.21282569716666666,0.3009492286666667,14.527313485,15.214635425,11.153048638333333,0.3271354165,0.17295347533333333,0.27569167316666665,0.3309277766666667,0.23615624816666667,0.31132361433333333,18.111290033333333,25.187396316666664,16.41193409166667,20.808452016666667,28.307880166666667,18.605777274999998,17.319668275,24.337778216666667,15.762756275,19.92636881666667,27.060207600000002,17.906402066666665,0.3720753051081559,3.000992312653114,0.12198226786706856,0.13489694748430248,0.1364387039011019,,0.0,0.0026007817000574,-0.012914679617233915,-0.0015417564167994335,0.003323366302415299,-1.0,-0.0137506679414372
2006-08-08,235.75,12956.0,-0.0168247922499807,557.5,312,-0.0102610759780799,20.783347966666668,24.014374333333333,17.32730516666667,3.3466668108333333,0.19166666666666668,1.9400000031666667,15.507132426666667,13.920833641666666,11.844770315,48.94999971666666,30.194444589466666,62.402083338333334,84.45,68.66666666666667,93.73333333333333,17.718000125,15.746666666666668,13.712166371666667,13.630500004333332,11.993333358333333,9.812166468333334,11.25,3.8333333333333335,18.933333333333334,21.593006694999996,24.825965733333337,16.20233659,4.5194097,6.542154,4.2646627,69.70214,47.526936,62.97729,53.415512,22.016253,40.293797,88.27711,79.44012,93.58253,0.0,0.0,0.0,1020.67914,1013.6208,1021.6709,1022.4,1015.1,1024.1,1019.7,1011.6,1017.8,974.0668326666668,1001.8555104999999,1017.8437311666668,972.2057246666667,1000.134197,1015.75035,41.115788,215.37193,340.49747,975.856564,1003.4164518333333,1020.0458780000001,16.451086666666665,13.67889115,18.481957416666667,27.359999,32.039997,27.72,11.081814336666666,7.014708866666667,13.209954751666666,22.169998,17.265001,19.859999,14.759999,7.2,11.5199995,5.874975608333333,1.8439685745,7.7027167745,17.349175361666667,17.678754908333335,13.868964965,19.696156525,19.891358816666664,15.7970324,1.7012194,4.1809607,1.6622056,0.32282222083333334,0.09223333061666668,0.2680749985,0.32767922183333337,0.211765676,0.29942029833333333,14.715542273333334,15.213074224999998,11.172545205000002,0.32440555683333333,0.172094448,0.27374306350000005,0.3291062468333334,0.234957637,0.309956946,18.298259766666668,25.316201166666666,16.5174126,21.05980621666667,28.411699583333334,18.668103675,17.49074465833333,24.478264383333332,15.880499425,20.1463688,27.157290900000003,17.98421451666667,0.3669486311950504,3.0341544115761967,0.10823159992563136,0.12198226786706856,0.13489694748430248,,-0.0216614967811794,-0.0249848630835947,-0.0137506679414372,-0.012914679617233915,-0.006563716271900801,1.0,0.013366937442245597
2006-08-09,239.75,7844.0,0.0168247922499807,562.0,121,0.0080393465594171,20.99209795,24.13937433333333,17.39063855,3.3333334758333333,0.19166666666666668,1.9533333365000003,15.669562976666667,13.892014175000002,11.828103681666667,48.59791638333333,29.26388903946667,61.81736113833333,84.45,67.85,93.73333333333333,17.902166825,15.764166666666666,13.733833038333334,13.768833337666667,11.902500024999998,9.772999801666666,10.683333333333334,3.5833333333333335,17.7,21.853698656666666,24.945131683333333,16.267179906666666,3.2871313,6.8242197,3.9011903,74.60721,41.694897,63.475433,62.12344,22.150784,37.98142,94.8847,65.936005,87.35754,0.0,0.0,0.0,1017.8459,1011.81665,1016.64594,1021.0,1013.3,1017.5,1014.1,1009.3,1015.9,974.1985618333333,1001.8337104999999,1017.8963186666666,972.2935903333333,1000.1017986666667,1015.8403725000001,109.95523,220.7635,317.0454,976.0260606666667,1003.3794385000001,1020.0209278333333,16.4916236,13.713939091666667,18.426307233333333,23.039999,33.48,43.56,11.09953737,6.996389498333333,13.188296118333334,18.105,18.675001,28.095,8.64,7.2,12.959999,5.836561083333334,1.8062879175000002,7.690605707833333,17.525599945,17.713182758333335,13.888776281666669,19.871583516666664,19.9440936,15.806881983333334,1.2589505,4.676752,1.6150905,0.3201180535,0.09207221945,0.2662312493333333,0.3254131791666666,0.2107675443333333,0.2979610896666667,14.873630578333332,15.199899241666666,11.204459504999999,0.32156389133333335,0.17136180883333332,0.2720090355,0.327050691,0.23380069233333334,0.3086152811666667,18.498773033333336,25.440476883333336,16.622833483333334,21.278313233333332,28.530310649999997,18.757166175000002,17.682133541666666,24.607153266666668,15.988798108333333,20.37216745,27.267638116666664,18.08522145,0.36324024389239856,3.058141900235114,0.12159853736787696,0.10823159992563136,0.12198226786706856,,-0.0168247922499807,-0.0102610759780799,0.013366937442245597,-0.0137506679414372,0.0087854456905636,-1.0,-0.05889330296729911
2006-08-11,224.75,25436.0,-0.0604283060091099,551.0,3,-0.0108304307743695,21.31661185,24.28777705,17.473833024999998,3.1450001291666667,0.19166666666666668,1.8899999948333333,15.949667176666667,13.888680816666668,11.750569011666666,49.141666316666665,28.595833456133334,61.064583338333335,84.45,67.46666666666667,93.58333333333333,18.168833525,15.793333333333333,13.616333071666666,14.024666687666667,11.872500025,9.717166485000002,11.833333333333334,3.3333333333333335,18.316666666666666,22.286566173333334,25.0921531,16.30054594,3.9436624,5.4067326,3.3128843,70.66761,51.188282,62.050766,59.21946,30.287672,41.55024,86.18906,71.32326,81.361534,0.0,0.0,0.0,1014.48334,1011.8125,1012.8083,1016.4,1013.2,1014.6,1012.8,1010.0,1011.2,974.4793345,1001.806827,1017.8642703333334,972.614332,1000.082825,1015.9187693333333,59.86035,201.15256,312.65982,976.2859196666667,1003.3411711666666,1019.9409846666666,16.361904766666665,13.746151908333333,18.523064033333338,35.28,29.88,43.199997,11.017938636666667,6.952846346666666,13.379448985000002,30.284998,16.725,36.539997,20.16,6.4799995,27.359999,5.750193350000001,1.7037754475,7.9350063361666665,17.816002761666667,17.771063074999997,13.883674556666667,20.116839333333335,19.9668304,15.765825133333333,1.2813152,3.0622427,1.276835,0.31550555283333337,0.09181180295,0.262288193,0.3209099716666667,0.20884244183333334,0.2950428898333334,15.171168378333332,15.296533241666667,11.249682888333334,0.3160527795,0.17000764333333335,0.26858195216666664,0.32285208066666665,0.23154722166666666,0.30594514333333334,18.87573455,25.683274833333332,16.81286199166667,21.61633415,28.7128107,18.868242525000003,18.063939225,24.86041695,16.19820779166667,20.745500866666667,27.494651933333333,18.23511735,0.3541078254837944,3.1172487506516418,0.06270523440057785,0.12000510403028875,0.12159853736787696,0.13489694748430248,-0.0041797344027079,-0.008936609966407,-0.0572998696297109,-0.0015934333375882126,-0.0495978752347404,-1.0,-0.028497421632071696
2006-08-17,219.0,5027.0,-0.0113508596686895,551.5,707,-0.0013590036066694,22.03831335,24.495311816666668,17.73674959166667,3.021666795833333,0.011666666666666667,1.7183333408333334,16.734528358333332,13.857951616666666,11.998937063333333,50.56874975,27.27013900613333,60.738888805,85.38333333333334,65.01666666666667,93.6,18.923833558333335,15.821666666666665,13.8096664,14.84800003,11.799166691666667,9.992166463333335,12.783333333333333,2.9833333333333334,17.066666666666666,23.25897348333333,25.300839366666665,16.775339306666666,5.180787,5.807101,2.3491056,62.452076,57.045864,83.065506,43.362957,23.323622,65.55828,77.97569,90.74006,95.56447,0.0,0.0,0.0,1019.95,1015.19183,1000.3999,1021.5,1016.8,1001.0,1017.9,1013.5,999.8,974.8537805,1001.7843960000001,1017.9820786666667,972.9986383333334,1000.1108081666666,1016.2888843333333,117.28411,213.60385,142.70009,976.6096926666667,1003.250145,1019.8394138333333,16.096954858333334,13.698259075000001,17.405958291666664,24.84,32.399998,37.079998,10.835332703333334,6.9221086383333335,12.396717968333332,17.159996,16.275,23.595,6.4799995,5.7599998,10.799999,5.645979995,1.7211123041666667,7.2542327428333335,18.527041941666667,17.840105975000004,14.132225478333334,20.775531549999997,20.03895633333333,15.955481683333334,2.2570076,3.3305082,0.8045429,0.30694096866666665,0.08776458053333333,0.2569055545,0.31105235166666667,0.20494511733333332,0.289119918,15.89604619,15.326675125,11.526072576666667,0.30459514033333335,0.16765277933333333,0.2606215318333333,0.31333541316666663,0.22721458366666666,0.30056389733333333,19.563505383333332,26.104374883333335,17.1454548,22.294459299999996,29.01416488333333,19.12042991666667,18.756717158333334,25.314514166666665,16.556853791666665,21.419320266666666,27.842533749999998,18.505186833333333,0.3387467996938054,3.216476696577333,0.03420781276850615,0.045743922873701326,0.045880019176418596,0.12000510403028875,-0.002254792387089,-0.0076663284153729,-0.011536110105195174,-0.00013609630271727013,-0.0099918560620201,1.0,0.03476283451374673
2006-08-24,227.5,7026.0,0.0177388243373816,551.5,2013,-0.0013590036066694,22.161959116666665,24.87600623333333,18.10768704166667,2.6283334949999997,0.011666666666666667,1.9500000508333335,16.650535333333334,13.96291685,12.459492543333335,49.07777759166667,27.00416673333333,60.639583205,84.6,65.18333333333334,93.86666666666666,18.77550020833333,15.952499999999999,14.274666383333335,14.858833371666666,11.932500014999999,10.467166445,12.416666666666666,2.6,16.783333333333335,23.415404333333335,25.707809583333333,17.335525066666666,4.913931,6.1447787,2.209706,65.15406,44.125225,80.502525,39.184517,22.703762,55.624187,92.94746,63.086914,98.70811,0.0,0.0,0.0,1014.52924,1010.64154,1008.17505,1016.8,1012.7,1010.8,1012.6,1008.0,1006.1,975.27656,1001.8563630000001,1017.3897291666667,973.5031645,1000.1639836666667,1015.7074670000001,228.84712,194.96216,310.7038,976.9318908333333,1003.3252896666667,1019.2663038333334,15.400229366666668,13.686936300000001,16.777051791666665,26.64,34.2,44.28,10.309933255,6.8708067999999995,11.943707743333334,15.525,17.519999,26.279999,6.12,5.7599998,13.679999,5.4038182599999995,1.612062602333333,6.986967881166667,18.518495241666663,18.038184016666666,14.536373166666666,20.712128333333332,20.204139083333335,16.377980683333334,2.5307024,3.9421709,1.0137255,0.29584166516666666,0.08479166263333335,0.25259513766666664,0.29929135783333327,0.20059841150000002,0.2815008133333334,15.929120933333333,15.596567358333333,11.946821705,0.29176875050000006,0.16511180649999999,0.2521506981666667,0.3018208291666667,0.22220764266666665,0.2928715313333333,20.164158216666667,26.638072299999997,17.569589866666664,22.58140375,29.473609216666667,19.48914511666667,19.447203575,25.864965366666663,16.995847141666665,21.816542433333332,28.343540599999997,18.896853566666667,0.312332951766607,3.3865335321842114,0.06897064728225288,0.05151178144619539,0.035851778072080176,0.03420781276850615,0.0180591815383974,0.0054471310355069,0.01745886583605749,0.015660003374115217,0.019097827944051,1.0,0.019794863013049557
2006-08-30,228.5,7294.0,0.0254861439833406,542.0,2704,0.0092679069307814,22.35293121666667,25.0715271,18.246784208333334,2.7250001783333335,0.011666666666666667,2.043333385,16.970257508333333,13.818923808333334,12.454943955000001,51.22847196833333,25.383333366666665,59.285416471666665,86.05,63.666666666666664,93.98333333333333,19.015500208333332,15.863333333333333,14.25049975,15.22050005,11.721666681666667,10.502999786666665,14.233333333333333,2.4166666666666665,15.7,23.692341783333337,25.8601547,17.4150053,2.600709,5.990287,2.8217854,81.413445,45.448284,67.31891,65.48019,26.07162,47.94768,93.59546,63.680805,88.338455,0.0,0.0,0.0,1013.9043,1008.58746,1019.19995,1015.3,1010.1,1021.7,1012.4,1006.5,1014.9,975.0825618333332,1001.6863358333334,1016.2967925,973.2887546666667,999.9812051666667,1014.549448,51.232826,192.56175,273.98923,976.7487948333332,1003.1463238333332,1018.264809,15.613242958333332,13.75805335,17.167354825,34.2,30.960001,38.519997,10.458147073333333,6.814480068333333,12.308929318333332,25.619999,17.07,26.669998,13.679999,6.8399997,14.4,5.530313995,1.5697521970000001,7.2930009511666665,18.77488675,18.040380116666665,14.595628366666666,20.920421200000003,20.22536301666667,16.388769616666664,0.9503721,3.921825,1.1229125,0.292494443,0.08453402133333333,0.25292152483333336,0.2911912841666667,0.19770908383333333,0.2768199721666667,16.255817616666665,15.571880041666669,12.095032025,0.28472222183333334,0.16362708583333335,0.250623614,0.2929513868333334,0.218652782,0.28678403150000004,20.50655995,26.971902983333333,17.85100721666667,22.80991068333333,29.666143816666665,19.630672916666665,19.822342474999996,26.2416319,17.314875025,22.084667366666668,28.577603133333334,19.095950766666665,0.28451872577017534,3.565575012868922,0.07484013635142261,0.05311571126934256,0.06169120880254875,0.05151178144619539,-0.0078256408313902,-0.0013956736389746,0.021724425082080057,-0.008575497533206189,0.0162182370525592,-1.0,-0.02758296589466447
2006-09-05,228.75,4178.0,-0.0054496047675647,541.25,452,0.0050937827202564,22.3258827,25.424513049999998,18.273207775,2.7200001783333336,0.010000000000000002,2.0416667183333335,17.022931091666667,13.681909875,12.596645321666667,52.52499976833334,22.994444430666665,61.613194195000005,86.0,60.266666666666666,96.21666666666667,19.06633355833333,15.838333333333333,14.349666383333334,15.267166733333333,11.512500015,10.715499765,15.566666666666666,2.216666666666667,16.25,23.656092166666667,26.17646955,17.436716966666665,2.8971322,5.993341,2.0932271,75.274475,41.742104,80.76415,55.985874,28.139263,61.26428,94.353874,56.84643,96.284325,0.0,0.0,0.0,1017.92505,1013.03754,1022.825,1019.1,1014.9,1024.6,1015.1,1011.5,1020.3,975.3057103333334,1001.6420981666666,1015.9609485000001,973.5190283333334,999.9217928333334,1014.1910938333333,20.556154,219.56657,234.48636,976.9453486666666,1003.1269555,1017.9432273333333,15.728591916666668,13.827843966666668,17.601274241666665,23.4,32.760002,35.28,10.596957173333333,6.731739671666667,12.60441296,17.61,18.344995,25.560003,10.440001,6.8399997,13.679999,5.683094828333333,1.4529480348333332,7.474466377833334,18.79781251666667,18.102426100000002,14.6872569,20.916733116666666,20.333474716666668,16.424960016666667,1.1301264,4.487066,1.1380646,0.29107083250000004,0.08436665880000001,0.25358610816666666,0.28603375583333335,0.1956992,0.2737630146666667,16.290631366666666,15.561103625,12.273043708333335,0.28211805700000003,0.16268819766666667,0.25014514416666667,0.2866861101666667,0.21615138933333336,0.2826131985,20.702147083333333,27.228481516666665,17.99206275,22.826959266666666,29.925553516666664,19.620499266666666,20.068696925,26.49947895,17.498173608333335,22.165709016666668,28.828887833333333,19.14258265,0.2570729997891082,3.742154586431485,0.07248817693369247,0.08068845875880237,0.08876551029530244,0.06169120880254875,-0.0086580627431145,-0.0069396531105404,-0.0082002818251099,-0.008077051536500068,-0.0105433874878211,-1.0,-0.025231006476934326
2006-09-07,230.75,661.0,0.0196942908029259,538.5,191,0.0083916576362483,22.398000783333334,25.655901933333332,18.180221725000003,2.7200001783333336,0.010000000000000002,1.6566667183333335,17.090604725,13.844444625,12.476679971666666,51.265277535,22.612500008999998,60.60486092833333,85.1,58.93333333333333,96.33333333333333,19.174666908333332,15.983333333333333,14.302999716666669,15.343833383333333,11.699166676666666,10.594666431666667,15.433333333333334,2.216666666666667,15.516666666666667,23.7605551,26.454868200000003,17.279420483333332,3.699844,5.350826,3.544733,66.80413,56.914337,64.86783,45.29984,35.70114,44.690975,89.70642,76.05931,90.378204,0.0,0.0,0.0,1018.0959,1010.22076,1021.8044,1019.7,1012.1,1029.1,1016.3,1008.2,1015.9,975.3043635,1001.5434296666666,1015.9397371666668,973.547445,999.8043959999999,1014.0644099999998,190.5186,184.86443,355.67746,976.9409570000001,1003.0420551666667,1018.0564983333334,15.629475541666666,13.82873915,17.73412480833333,18.359999,32.039997,40.68,10.514465945000001,6.719082658333333,12.73623841,11.489997,18.119997,31.92,5.3999996,5.7599998,18.359999,5.560546364666667,1.4395706698333333,7.5717469695,18.865910733333337,18.275211950000003,14.584059700000001,21.002963933333334,20.517755666666666,16.362780916666665,1.6372902,2.83211,1.2975498,0.2882562481666666,0.0842854075,0.2539645783333333,0.2820970475,0.19443717833333332,0.27205082033333333,16.384472499999998,15.714214458333334,12.177399841666668,0.2787576408333334,0.16211041733333334,0.2502347288333333,0.2824722223333333,0.21457500066666668,0.28017222583333334,20.82944781666667,27.443144733333334,18.038919683333333,22.902341200000002,30.1614562,19.546610333333334,20.210294108333336,26.7012845,17.578902858333333,22.261299283333333,29.08055435,19.113554933333333,0.2368195804979913,3.8723653335624757,0.07966152303550356,0.06347052737720338,0.07248817693369247,0.07484013635142261,-0.0109891215755952,-0.0134854403565047,0.016190995658300178,-0.009017649556489093,0.011302633166677598,-1.0,-0.03240435257874541
2006-09-12,223.5,889.0,-0.0232182901020072,527.25,206,-0.0089686699827603,22.377167483333334,25.636388133333334,18.253798125,3.216666795,0.010000000000000002,1.6683333875,17.246264475,13.973854341666668,12.596124371666667,52.94513861833333,22.970833342333332,59.420138695,84.63333333333334,59.35,95.8,19.273833575,16.025,14.356333083333334,15.538000033333333,11.894166676666666,10.747999781666667,18.283333333333335,2.2333333333333334,15.233333333333333,23.758708633333335,26.4624607,17.40402655,0.7033521,5.5809317,2.390133,94.85959,47.70914,80.77457,92.20822,26.870565,57.369328,98.74552,67.57388,96.25477,0.0,0.0,0.0,1014.5666,1011.9499,1014.8291,1017.9,1013.2,1016.3,1011.7,1010.2,1012.4,975.2002443333333,1001.6122695,1015.9394926666666,973.4410745,999.9068335,1014.0144218333334,193.72572,226.2986,234.60513,976.8625291666666,1003.0932931666666,1018.1065476666666,15.782652908333334,13.77263145,17.634274225000002,37.8,30.599998,27.0,10.66908384,6.700171675000001,12.625352701666666,28.98,16.8,15.675001,17.64,7.5599995,5.04,5.681394124666667,1.4415069610000002,7.5819629145,18.951666799999998,18.32918921666667,14.680022633333333,21.044805116666666,20.575399883333333,16.467599916666668,0.17791152,3.6754694,1.2829735,0.28654097083333335,0.08424235143333332,0.24903471733333332,0.2766273521666667,0.19262566283333332,0.2685912715,16.538523066666666,15.797722791666668,12.264841641666667,0.2746118066666667,0.16131041583333333,0.24761111566666666,0.27625138816666667,0.21229652733333335,0.2766118128333333,20.9942916,27.671309666666666,18.11303575,22.909424516666668,30.167428383333334,19.570395050000002,20.414877516666664,26.977951183333335,17.672166633333333,22.342479766666667,29.216491816666668,19.138797933333333,0.20293997619824805,4.0901924649378145,0.047257170456758146,0.07038916813829488,0.08312001343556208,0.07248817693369247,-0.0130295002903337,-0.0093546051672203,-0.02313199768153673,-0.012730845297267201,-0.0142496201192469,1.0,0.06710559196918453
